Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators
ref2145,cid4639908,Documents,Letters,"Bamberger, Bloom and Co. Louisville, KY, Brief commercial letter by Bloom for Bamberger, Bloom and Co","Brief commercial letter by Bloom for Bamberger, Bloom and Co",,,"Bamberger, Bloom and Co.","Louisville, KY",1877 November 20,Drawer,Mixed materials,Billheads Pre-1880,Folder,KY 893,doc_bhe_ky_893_1r.tif; doc_bhe_ky_893_1v.tif
ref2146,cid4639907,Documents,Letters,"Barnitz, David G. New York, NY, Letter regarding a claim against the United States Quarter Master Department. Mr. David G. Barnitz is writing on Mr. Day's behalf, the inventor and manufacturer","Letter regarding a claim against the United States Quarter Master Department. Mr. David G. Barnitz is writing on Mr. Day's behalf, the inventor and manufacturer","Barnitz, David G.",,,"New York, NY",1867 June 22,Folder,Mixed materials,Binder A,Page,49,lbr_fa_s49_1r.tif; lbr_fa_s49_1v.tif
ref2147,cid4639906,Documents,Letters,"Baroway, S. to Levy, Louis. Baltimore, MD, Letter to Louis Levy in Philadelphia from S. Baroway in Baltimore (Agent for "" Baltimore Committee of the Baron De Hirsh Fund"") in response to Levy's request for a list of the number of Jews who landed in the Baltimore port in September, October, and November of 1892 by ship","Letter to Louis Levy in Philadelphia from S. Baroway in Baltimore (Agent for "" Baltimore Committee of the Baron De Hirsh Fund"") in response to Levy's request for a list of the number of Jews who landed in the Baltimore port in September, October, and November of 1892 by ship","Baroway, S.","Levy, Louis",,"Baltimore, MD",1892 December 14,Drawer,Mixed materials,Judaica Americana,Folder,MD 165,doc_ja_md_165_1r.tif; doc_ja_md_165_1v.tif
ref2148,cid4639905,Documents,Letters,"Baum and Kulman. Mongomery, AL",,,,Baum and Kulman,"Montgomery, AL",1879 December 27,Drawer,Mixed materials,Billheads Pre-1880,Folder,AL 716,doc_bhe_al_716_1r.tif; doc_bhe_al_716_1v.tif
ref2149,cid4639904,Documents,Letters,"Baum, Marcus. Georgetown, SC, Letter from Marcus Baum, an orderly who dies in the Battle of the Wilderness, about supplying a plow to a customer, signed twice all in his hand","Letter from Marcus Baum, an orderly who dies in the Battle of the Wilderness, about supplying a plow to a customer, signed twice all in his hand","Baum, Marcus",,,"Georgetown, SC",1857 January 30,Drawer,Mixed materials,Judaica Americana,Folder,SC 522,doc_ja_sc_552_1r.tif; doc_ja_sc_552_1v.tif
ref2150,cid4639903,Documents,Letters,"Baumgarten, W. M. Baltimore, MD, Letter with illustrated letterhead of W.M Baumgarten, seal engraver and manufacturer of rubber stamps in Baltimore. In the letter he asks to be paid 50 cents for a rubber stamp pad that was sent","Letter with illustrated letterhead of W.M Baumgarten, seal engraver and manufacturer of rubber stamps in Baltimore. In the letter he asks to be paid 50 cents for a rubber stamp pad that was sent","Baumgarten, W. M.",,,"Baltimore, MD",1885 April 13,Drawer,Mixed materials,Billheads Post-1880,Folder,MD 283,doc_bhl_md_283_1r.tif; doc_bhl_md_283_1v.tif
ref2151,cid4639902,Documents,Letters,"Baur, Herman and Sterm, Myer. New York, NY, Letter from the Hebrew Sheltering Guardian Society, certifying the number of children, including names, date admitted, and charges from 1/1/1895 to 3/31/1895, to the mayor of New York City","Letter from the Hebrew Sheltering Guardian Society, certifying the number of children, including names, date admitted, and charges from 1/1/1895 to 3/31/1895, to the mayor of New York City","Baur, Herman","Sterm, Myer",,"New York, NY",1891 January 5,Folder,Mixed materials,Binder F,Page,34,lbr_ff_s34_1r.tif; lbr_ff_s34_1v.tif
ref2152,cid4639901,Documents,Letters,"Belmont Jr., August. New York, NY, Letter from August Belmont to to Mr. Thayer",Letter from August Belmont to to Mr. Thayer,"Belmont Jr., August",,,"New York, NY",1885 November 27,Folder,Mixed materials,Binder J,Page,1a-1b,lbr_fj_s1a_1r.tif; lbr_fj_s1a_1v.tif; lbr_fj_s1b_1r.tif; lbr_fj_s1b_1v.tif; lbr_fj_s1b_2r.tif; lbr_fj_s1b_2v.tif
ref2153,cid4639900,Documents,Letters,"Belmont, August. New York, NY, Printed broadside for prices in New Orleans, folded as a stampless letter. On the back a letter to August Belmont from New Orleans referencing dealings with the Rothschild's bank","Printed broadside for prices in New Orleans, folded as a stampless letter. On the back a letter to August Belmont from New Orleans referencing dealings with the Rothschild's bank","Belmont, August",,,"New York, NY",1842 October 1,Drawer,Mixed materials,Judaica Americana,Folder,NYC 757,doc_ja_nyc_757_1r.tif; doc_ja_nyc_757_1v.tif; doc_ja_nyc_757_2r.tif; doc_ja_nyc_757_2v.tif
ref2154,cid4639899,Documents,Letters,"Benjamin, Judah P. Camp Lee, GA, Hand written letter asking that he recommend to Jefferson Davis, as chief of the Confederate States of America, Dr. John Mclane as hospital steward. Signed by 15 Confederate officers","Hand written letter asking that he recommend to Jefferson Davis, as chief of the Confederate States of America, Dr. John Mclane as hospital steward. Signed by 15 Confederate officers","Benjamin, Judah P.",,,"Camp Lee, GA",1862 March 3,Drawer,Mixed materials,Judah Benjamin,Folder,23,doc_jb_23_1r.tif; doc_jb_23_1v.tif
ref2155,cid4639898,Documents,Letters,"Benjamin, Judah P. Halifax, Nova Scotia, A rare war-dated blockade runner's agent's letter, written by businessman B. Weir of Halifax, Nova Scotia on February 28th, 1865, to Secretary of War Judah P. Benjamin","A rare war-dated blockade runner's agent's letter, written by businessman B. Weir of Halifax, Nova Scotia on February 28th, 1865, to Secretary of War Judah P. Benjamin","Benjamin, Judah P.",,,"Halifax, Nova Scotia",1865 February 28,Drawer,Mixed materials,Judah Benjamin,Folder,2,doc_jb_2_1r.tif; doc_jb_2_1v.tif; doc_jb_2_2r.tif; doc_jb_2_2v.tif
ref2156,cid4639897,Documents,Letters,"Benjamin, Judah P. London, England, Hand written letter with signature to General John C. Breckinridge about a post-war meeting to dicuss Confererate accounts",Hand written letter with signature to General John C. Breckinridge about a post-war meeting to dicuss Confererate accounts,"Benjamin, Judah P.",,,"London, England",1867 May 22,Drawer,Mixed materials,Judah Benjamin,Folder,7,doc_jb_7_1r.tif; doc_jb_7_1v.tif; doc_jb_7_2r.tif; doc_jb_7_2v.tif
ref2157,cid4639896,Documents,Letters,"Benjamin, Judah P. London, England, Letter to an agent in London informing his client Colin McRae, founder of Selma foundry and naval works, that he had just won his case against the U.S. government","Letter to an agent in London informing his client Colin McRae, founder of Selma foundry and naval works, that he had just won his case against the U.S. government","Benjamin, Judah P.",,,"London, England",1869 May 8,Drawer,Mixed materials,Judah Benjamin,Folder,3,doc_jb_3_1r.tif; doc_jb_3_1v.tif; doc_jb_3_2r.tif; doc_jb_3_2v.tif
ref2158,cid4639895,Documents,Letters,"Bernheim Brothers. Paducah, KY, This is an early commerical letter from Bernheim Brothers in Paducah Kenturcky, dated January 10th, 1876","This is an early commerical letter from Bernheim Brothers in Paducah Kenturcky, dated January 10th, 1876",,,Bernheim Brothers,"Paducah, KY",1876 January 10,Drawer,Mixed materials,Judaica Americana,Folder,KY 118,doc_ja_ky_118_1r.tif; doc_ja_ky_118_1v.tif
ref2159,cid4639894,Documents,Letters,"Bernstein, H. Newport, AR, New Hazel Hotel in Newport, Arkansas","New Hazel Hotel in Newport, Arkansas","Bernstein, H.",,,"Newport, AR",1897 August 8,Drawer,Mixed materials,Billheads Post-1880,Folder,AR 37,doc_bhl_ar_37_1r.tif; doc_bhl_ar_37_1v.tif
ref2160,cid4639893,Documents,Letters,"Bischoff, Henry. Charleston, SC, Letter from Henry Bischoff and Co. Signed by Bischoff in his company's name, a witness, and R. Grieters","Letter from Henry Bischoff and Co. Signed by Bischoff in his company's name, a witness, and R. Grieters","Bischoff, Henry",,,"Charleston, SC",1881 March 7,Drawer,Mixed materials,Billheads Post-1880,Folder,SC 833,doc_bhl_sc_833_1r.tif; doc_bhl_sc_833_1r.tif_2.tif; doc_bhl_sc_833_1v.tif_2.tif
ref2161,cid4639892,Documents,Letters,"Blake, George. Marietta, OH, Anti-semitic letter",Anti-semitic letter,"Blake, George",,,"Marietta, OH",1884 March 14,Drawer,Mixed materials,Judaica Americana,Folder,OH 419,doc_ja_oh_419_1r.tif; doc_ja_oh_419_1v.tif; doc_ja_oh_419_2r.tif; doc_ja_oh_419_2v.tif
ref2162,cid4639891,Documents,Letters,"Blau, Bernard. New York, NY, Letter to manfacturers soliciting products for his spring catologue, with lithograph of auto coat","Letter to manfacturers soliciting products for his spring catologue, with lithograph of auto coat","Blau, Bernard",,,"New York, NY",1905,Folder,Mixed materials,Binder I,Page,22,lbr_fi_s22_1r.tif; lbr_fi_s22_1v.tif
ref2163,cid4639890,Documents,Letters,"Bloch, A. M. Evansville, IN, Letter of interest in a synagogue position",Letter of interest in a synagogue position,"Bloch, A. M.",,,"Evansville, IN",1901 June 24,Drawer,Mixed materials,Judaica Americana,Folder,IA 104,doc_ja_ia_104_1r.tif; doc_ja_ia_104_1v.tif
ref2164,cid4639889,Documents,Letters,"Bloch, A. M. Keokuk, IA, Letter of interest in a synagogue position",Letter of interest in a synagogue position,"Bloch, A. M.",,,"Keokuk, IA",1901 January 20,Drawer,Mixed materials,Judaica Americana,Folder,IA 108,doc_ja_ia_108_1r.tif; doc_ja_ia_108_1v.tif
ref2165,cid4639888,Documents,Letters,"Block, Joseph. Mobile, AL, Letter written on April 18th, 1849 by Joseph Block of Mobile, Alabama to his family in Bavaria","Letter written on April 18th, 1849 by Joseph Block of Mobile, Alabama to his family in Bavaria","Block, Joseph",,,"Mobile, AL",1849 April 18,Drawer,Mixed materials,Judaica Americana,Folder,AL 2-3,doc_ja_al_2_1r.tif; doc_ja_al_2_1v.tif; doc_ja_al_2_2r .tif; doc_ja_al_2_2r.tif; doc_ja_al_2_2v.tif; doc_ja_al_3_1r.tif; doc_ja_al_3_1v.tif; doc_ja_al_3_2r.tif; doc_ja_al_3_2v.tif; doc_ja_al_3_3r.tif; doc_ja_al_3_3v.tif
ref2166,cid4639887,Documents,Letters,"Block, Raphael and Block, Benjamin. Wittsbury, AR, Letter used in a court for a claim, from R. and B. Block Co.. Dealers in dry goods, hosiery, notions, clothing, boots, shoes, hats, hardware, groceries, etc","Letter used in a court for a claim, from R. and B. Block Co.. Dealers in dry goods, hosiery, notions, clothing, boots, shoes, hats, hardware, groceries, etc","Block, Raphael","Block, Benjamin",,"Wittsbury, AR",1877 July 23,Drawer,Mixed materials,Billheads Pre-1880,Folder,AR 737,doc_bhe_ar_737_1r.tif; doc_bhe_ar_737_1v.tif
ref2167,cid4639886,Documents,Letters,"Blum, S. Martinez, TX, Letter with illustrated letterhead from S. Blum and Co., dealer and warehousemen in Martinez, Texas. Sent to Vermillion, Ohio","Letter with illustrated letterhead from S. Blum and Co., dealer and warehousemen in Martinez, Texas. Sent to Vermillion, Ohio","Blum, S.",,,"Martinez, TX",1878 January 5,Drawer,Mixed materials,Billheads Post-1880,Folder,TX 864,doc_bhl_tx_864_1r.tif; doc_bhl_tx_864_1v.tif
ref2168,cid4639885,Documents,Letters,"Bondy, M. New York, NY, Commercial letter to bank from the office of M. Bondy",Commercial letter to bank from the office of M. Bondy,"Bondy, M.",,,"New York, NY",1885 February 19,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 418,doc_bhl_nyc_418_1r.tif; doc_bhl_nyc_418_1v.tif
ref2169,cid4639884,Documents,Letters,"Brith Achem. Petersburg, VA, Letter seeking aid for the construction of a new building for the congregation",Letter seeking aid for the construction of a new building for the congregation,,,Brith Achem,"Petersburg, VA",1907 January 10,Drawer,Mixed materials,Judaica Americana,Folder,IA 114,doc_ja_ia_114_1r.tif; doc_ja_ia_114_1v.tif; doc_ja_ia_114_2r.tif; doc_ja_ia_114_2v.tif; doc_ja_ia_114_3r.tif; doc_ja_ia_114_3v.tif
ref2170,cid4639883,Documents,Letters,"Bush, Isidor. St. Louis, MO, Letterhead with lithograph of store",Letterhead with lithograph of store,"Bush, Isidor",,,"St. Louis, MO",1872 March 30,Drawer,Mixed materials,Billheads Pre-1880,Folder,MO 939,doc_bhe_mo_939_1r.tif; doc_bhe_mo_939_1v.tif
ref2171,cid4639882,Documents,Letters,"Cahn, A. / Jacobs and Mayer. Grenada, MS, Letter from A. Cahn to Jacobs and Mayer in Philadelphia, concerning business matters. Written in English","Letter from A. Cahn to Jacobs and Mayer in Philadelphia, concerning business matters. Written in English","Cahn, A.",,Jacobs and Mayer,"Grenada, MS",1848 April 8,Drawer,Mixed materials,Judaica Americana,Folder,MS 269,doc_ja_ms_269_1r.tif; doc_ja_ms_269_1v.tif
ref2172,cid4639881,Documents,Letters,"Cahn, A. / Jacobs and Mayer. Grenada, MS, Letter from A. Cahn to Jacobs and Mayer in Philadelphia, concerning business matters. Written in German","Letter from A. Cahn to Jacobs and Mayer in Philadelphia, concerning business matters. Written in German","Cahn, A.",,Jacobs and Mayer,"Grenada, MS",1848 April 8,Drawer,Mixed materials,Judaica Americana,Folder,MS 268,doc_ja_ms_268_1r.tif; doc_ja_ms_268_1v.tif
ref2173,cid4639880,Documents,Letters,"Cahn, A. / Jacobs and Mayer. Grenada, MS, Letter from A. Cahn to Jacobs and Mayer in Philadelphia, requesting that notice be places in the press of New York City and Philadelphia. Written in German","Letter from A. Cahn to Jacobs and Mayer in Philadelphia, requesting that notice be places in the press of New York City and Philadelphia. Written in German","Cahn, A.",,Jacobs and Mayer,"Grenada, MS",1849 January 8,Drawer,Mixed materials,Judaica Americana,Folder,MS 270,doc_ja_ms_270_1r.tif; doc_ja_ms_270_1v.tif; doc_ja_ms_270_2r.tif; doc_ja_ms_270_2v.tif
ref2174,cid4639879,Documents,Letters,"Cardozo, Benjamin. Washington, DC, Letter from Benjamin Cardozo to representative Emanuel Celler, declining to sit for a portrait","Letter from Benjamin Cardozo to representative Emanuel Celler, declining to sit for a portrait","Cardozo, Benjamin",,,"Washington, DC",1935 March 24,Folder,Mixed materials,Binder P,Page,22,lbr_fp_s22_1r.tif; lbr_fp_s22_1v.tif
ref2175,cid4639878,Documents,Letters,"Cardozo, Benjamin. Washington, DC, Letter from Benjamin Cardozo to representative Emanuel Celler, referencing a bequest by Justice Holmes","Letter from Benjamin Cardozo to representative Emanuel Celler, referencing a bequest by Justice Holmes","Cardozo, Benjamin",,,"Washington, DC",1935 March 24,Folder,Mixed materials,Binder P,Page,23,lbr_fp_s23_1r.tif; lbr_fp_s23_1v.tif
ref2176,cid4639877,Documents,Letters,"Cardozo, E. M. Richmond, VA, Letter from the office of Martin and Cardozo, commission merchants, to Mr. James A. Walker","Letter from the office of Martin and Cardozo, commission merchants, to Mr. James A. Walker","Cardozo, E. M.",,,"Richmond, VA",1868 November 11,Drawer,Mixed materials,Billheads Pre-1880,Folder,VA 3041,doc_bhe_va_3041_1r.tif; doc_bhe_va_3041_1v.tif
ref2177,cid4639876,Documents,Letters,"Carvalho, Solomon Nunes. Baltimore, MD, Hand written minutes of the Committee on the Mortara Affair's January 23rd, 1859 meeting at Independence Hall in Baltimore, Maryland. The minutes are in the hand of and signed by S. N. Carvalho, a well known Jewish artist, photographer and communal leader, as Secretary pro tem. The minutes reference the November 28th, 1858 submittal of a printed letter from the Committee to the President of the United States asking him to intervene","Hand written minutes of the Committee on the Mortara Affair's January 23rd, 1859 meeting at Independence Hall in Baltimore, Maryland. The minutes are in the hand of and signed by S. N. Carvalho, a well known Jewish artist, photographer and communal leader, as Secretary pro tem. The minutes reference the November 28th, 1858 submittal of a printed letter from the Committee to the President of the United States asking him to intervene","Carvalho, Solomon Nunes",,,"Baltimore, MD",1859 January 23,Drawer,Mixed materials,Judaica Americana,Folder,MD 235,doc_ja_md_235_1r.tif; doc_ja_md_235_1v.tif; doc_ja_md_235_2r.tif; doc_ja_md_235_2v.tif
ref2178,cid4639875,Documents,Letters,"Cohan, H. and Tobias, T. Liverpool, England, Letter by H. Cohan to his ""cousins"" Mr. and Mrs. T. Tobias of New York from Liverpool, England, Nov. 24th, 1833","Letter by H. Cohan to his ""cousins"" Mr. and Mrs. T. Tobias of New York from Liverpool, England, Nov. 24th, 1833","Cohan, H.","Tobias, T.",,"Liverpool, England",1833 November 24,Drawer,Mixed materials,Judaica Americana,Folder,NYC 1008,doc_ja_nyc_1008_1r.tif; doc_ja_nyc_1008_1v.tif; doc_ja_nyc_1008_2r.tif; doc_ja_nyc_1008_2v.tif
ref2179,cid4639874,Documents,Letters,"Cohen, Abraham Myers. Philadelphia, PA, Letter announcing the election of Isaac Leeser as hazan for Mikveh Israel",Letter announcing the election of Isaac Leeser as hazan for Mikveh Israel,"Cohen, Abraham Myers",,,"Philadelphia, PA",1829 September 6,Drawer,Mixed materials,Leeser,Folder,Kap 185,LSKAP0185_1r.tif
ref2180,cid4639873,Documents,Letters,"Cohen, Asher D. Charleston, SC",,"Cohen, Asher D.",,,"Charleston, SC",1879 February 11,Box,Mixed materials,4,Object,3a,bx4_3a_1r.tif; bx4_3a_1v.tif
ref2181,cid4639872,Documents,Letters,"Cohen, D. S. Portland, OR, Two pages of minutes from six Jewish organizations in Portland who gathered to develop a celebration of Moses Montefiore's 100th birthday",Two pages of minutes from six Jewish organizations in Portland who gathered to develop a celebration of Moses Montefiore's 100th birthday,"Cohen, D. S.",,,"Portland, OR",1884 August 3,Drawer,Mixed materials,Judaica Americana,Folder,OR 448,doc_ja_or_448_1r.tif; doc_ja_or_448_1v.tif; doc_ja_or_448_2r.tif; doc_ja_or_448_2v.tif 
ref2182,cid4639871,Documents,Letters,"Cohen, Frederick. Philadelphia, PA, Letter apologizing for the lateness in installing his buglar; alarm sysyem",Letter apologizing for the lateness in installing his buglar; alarm sysyem,"Cohen, Frederick",,,"Philadelphia, PA",1888 March 1,Drawer,Mixed materials,Billheads Post-1880,Folder,PHIL 786,doc_bhl_phil_786_1r.tif; doc_bhl_phil_786_1v.tif
ref2183,cid4639870,Documents,Letters,"Cohen, Fredrick Elmore. Detroit, MI, Letter from Frederick Cohen (ca. 1818-1858) in Detroit, Michigan to well known illustrator Andrew Mc Makin in Philadelphia, describing his childhood art training in England","Letter from Frederick Cohen (ca. 1818-1858) in Detroit, Michigan to well known illustrator Andrew Mc Makin in Philadelphia, describing his childhood art training in England","Cohen, Fredrick Elmore",,,"Detroit, MI",1845,Drawer,Mixed materials,Judaica Americana,Folder,MI 265,doc_ja_mi_265_1r.tif; doc_ja_mi_265_1v.tif
ref2184,cid4639869,Documents,Letters,"Cohen, H. P. Virginia City, NV, Letter written by H. Cohen, Secretary of the Territorial Enterprise, placing a proposal on record to print books of laws","Letter written by H. Cohen, Secretary of the Territorial Enterprise, placing a proposal on record to print books of laws","Cohen, H. P.",,,"Virginia City, NV",1879 March 18,Drawer,Mixed materials,Judaica Americana,Folder,NV 291,doc_ja_nv_291_1r.tif; doc_ja_nv_291_1v.tif
ref2185,cid4639868,Documents,Letters,"Cohen, Henry, Mrs. Philadelphia, PA, A note of thanks from Phillip Brooks to Mrs. Henry Cohen, Philadelphia, PA","A note of thanks from Phillip Brooks to Mrs. Henry Cohen, Philadelphia, PA","Cohen, Henry, Mrs.",,,"Philadelphia, PA",1866 November 13,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 19,doc_ja_phil_19_1r.tif; doc_ja_phil_19_1v.tif; doc_ja_phil_19_2r.tif; doc_ja_phil_19_2v.tif; doc_ja_phil_19_3r.tif; doc_ja_phil_19_3v.tif
ref2186,cid4639867,Documents,Letters,"Cohen, I. S. and Tobias, I. J. Charleston, SC, Letter from I.S. Cohen to I.J. Tobias with news about how bad business is and that he is now also selling wine",Letter from I.S. Cohen to I.J. Tobias with news about how bad business is and that he is now also selling wine,"Cohen, I. S.","Tobias, I. J.",,"Charleston, SC",1849 June 14,Drawer,Mixed materials,Judaica Americana,Folder,SC 560,doc_ja_sc_560_1r.tif; doc_ja_sc_560_1v.tif
ref2187,cid4639866,Documents,Letters,"Cohen, Isaac. Chelsea, OK, Letter from the attorney of Isaac Cohen to Curtis Elkin",Letter from the attorney of Isaac Cohen to Curtis Elkin,"Cohen, Isaac",,,"Chelsea, OK",1908 June 8,Folder,Mixed materials,Binder L,Page,8,lbr_fl_s8_1r.tif; lbr_fl_s8_1v.tif; lbr_fl_s8_2r.tif; lbr_fl_s8_2v.tif; lbr_fl_s8_3r.tif; lbr_fl_s8_3v.tif
ref2188,cid4639865,Documents,Letters,"Cohen, Isaac. Chelsea, OK, Letter from Isaac Cohen to judge J.P. Elkins",Letter from Isaac Cohen to judge J.P. Elkins,"Cohen, Isaac",,,"Chelsea, OK",1908 June 8,Folder,Mixed materials,Binder L,Page,7,lbr_fl_s7_1r.tif; lbr_fl_s7_1v.tif
ref2189,cid4639864,Documents,Letters,"Cohen, Isaac. Chelsea, OK, Letter from Isaac Cohen to judge J.P. Elkins",Letter from Isaac Cohen to judge J.P. Elkins,"Cohen, Isaac",,,"Chelsea, OK",1910 March 10,Folder,Mixed materials,Binder L,Page,24,lbr_fl_s24_1r.tif; lbr_fl_s24_1v.tif
ref2190,cid4639863,Documents,Letters,"Cohen, Isaac. Savannah, GA, Letter from Isaac Cohen in Savannah, Georgia to Moses Brown in Newport, Mass., commenting on the rice and cotton trade. The letter includes the unlisted early broadside of Isaac Cohen's October 27th announcement of entering into the commission business","Letter from Isaac Cohen in Savannah, Georgia to Moses Brown in Newport, Mass., commenting on the rice and cotton trade. The letter includes the unlisted early broadside of Isaac Cohen's October 27th announcement of entering into the commission business","Cohen, Isaac",,,"Savannah, GA",1815 November 8,Drawer,Mixed materials,Judaica Americana,Folder,GA 51,doc_ja_ga_51_1r.tif; doc_ja_ga_51_1v.tif; doc_ja_ga_51_2r.tif; doc_ja_ga_51_2v.tif
ref2191,cid4639862,Documents,Letters,"Cohen, Isaac. Savannah, GA, Signed letter from 24-year old Isaac Cohen in Savannah, Georgia, to George W. Lynch, a merchant in New York","Signed letter from 24-year old Isaac Cohen in Savannah, Georgia, to George W. Lynch, a merchant in New York","Cohen, Isaac",,,"Savannah, GA",1817 May 24,Drawer,Mixed materials,Judaica Americana,Folder,GA 49,doc_ja_ga_49_1r.tif; doc_ja_ga_49_1v.tif; doc_ja_ga_49_2r.tif; doc_ja_ga_49_2v.tif
ref2192,cid4639861,Documents,Letters,"Cohen, Isaac. Savannah, GA, Signed letter from Isaac Cohen (1793-1871), addressed to Joshua Bicknell Jr., of Providence, Rhode Island. Strong commercial content","Signed letter from Isaac Cohen (1793-1871), addressed to Joshua Bicknell Jr., of Providence, Rhode Island. Strong commercial content","Cohen, Isaac",,,"Savannah, GA",1816 September 18,Drawer,Mixed materials,Judaica Americana,Folder,GA 48,doc_ja_ga_48_1r.tif; doc_ja_ga_48_1v.tif; doc_ja_ga_48_2r.tif; doc_ja_ga_48_2v.tif
ref2193,cid4639860,Documents,Letters,"Cohen, J. Barrett. Columbia, SC, Document regarding a monetary decree",Document regarding a monetary decree,"Cohen, J. Barrett",,,"Columbia, SC",1864 February 2,Drawer,Mixed materials,Judaica Americana Oversize,Folder,86,doc_jal_86_1r.tif; doc_jal_86_1v.tif
